player,position,role,lineup_order,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,TEAM
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,129,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,35,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8.0,83.0,33.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,127,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-8.0,3.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,110,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,2,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,1.0,15.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,98,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,3,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-2.0,11.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,81,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,4,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,4.0,4.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,31,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,8,50,Made Shot,Running Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11.0,-105.0,34.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,24,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,9,49,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,3.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,295,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-199.0,168.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,283,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,0,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,113.0,244.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,261,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,2,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14.0,143.0,19.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,234,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,4,23,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-232.0,-5.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,186,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,8,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,62.0,238.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,384,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,3,28,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-127.0,12.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,352,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,6,46,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,233.0,1.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,350,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,6,53,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,31.0,45.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,344,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,7,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,89.0,233.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,330,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,8,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,118.0,224.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,566,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,1,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22.0,-229.0,11.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,509,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,5,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-10.0,3.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,490,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,6,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-24.0,254.0,1,0,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400111,484,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,7,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19.0,61.0,190.0,1,1,20150419,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,112,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27.0,-133.0,246.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,102,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,2,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20.0,-128.0,154.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,89,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,2,37,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14.0,-116.0,94.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,72,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,4,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,162.0,209.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,65,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,5,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,0.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,60,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,5,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-7.0,1.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,244,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,1,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,170.0,201.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,206,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,5,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,77.0,179.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,398,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,170.0,181.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,393,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,0,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,223.0,96.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,387,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,1,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20.0,-101.0,178.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,377,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,2,33,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,29.0,115.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,354,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,4,16,Missed Shot,Running Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,37.0,11.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,290,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,9,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-217.0,132.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,501,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,3,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-191.0,187.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,476,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,5,54,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11.0,67.0,91.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,454,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,7,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,1.0,1,0,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400112,452,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,7,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,95.0,224.0,1,1,20150421,CLE,BOS,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,75,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,3,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,185.0,176.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,251,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,3,55,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,45.0,9.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,377,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,3,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,195.0,160.0,1,1,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,355,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,6,28,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-229.0,22.0,1,1,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,351,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,6,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,24.0,7.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,336,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,7,24,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-24.0,6.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,490,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,2,19,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-68.0,15.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,468,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,4,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,144.0,138.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,465,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,4,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-2.0,1.0,1,1,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,486,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,5,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8.0,-89.0,-1.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400113,446,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,6,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,159.0,-3.0,1,0,20150423,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,122,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-2.0,250.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,116,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-24.0,-6.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,113,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,51,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-15.0,25.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,72,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,4,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14.0,-8.0,140.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,41,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,6,59,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-13.0,0.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,15,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,9,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9.0,-18.0,93.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,233,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,3,8,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8.0,-2.0,88.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,186,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,6,36,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,0.0,33.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,431,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,2,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,53.0,255.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,429,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,2,58,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,0.0,45.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,402,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,4,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22.0,130.0,179.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,372,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,8,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,103.0,236.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,369,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,8,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,100.0,225.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,339,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,10,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19.0,122.0,151.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,558,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,4,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16.0,-134.0,96.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,531,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,6,26,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19.0,198.0,1.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,521,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,7,44,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-13.0,33.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,504,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,9,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,72.0,238.0,1,1,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400114,496,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,9,47,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,-34.0,9.0,1,0,20150426,BOS,CLE,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,111,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21.0,-215.0,0.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,109,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,0,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,28.0,36.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,92,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,2,10,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12.0,113.0,50.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,52,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,5,38,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-5.0,22.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,30,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,8,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,4.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,10,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,1,10,44,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17.0,-177.0,4.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,210,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,1,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24.0,53.0,242.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,198,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,2,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,7.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,162,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,6,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,0.0,7.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,159,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,6,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,67.0,254.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,145,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,7,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15.0,-21.0,151.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,136,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,2,8,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15.0,155.0,17.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,332,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,0,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-5.0,-2.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,299,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,4,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,-2.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,263,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,8,26,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6.0,-38.0,55.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,261,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,3,9,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,6.0,3.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,460,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,0,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,102.0,239.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,424,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,-68.0,255.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,417,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,4,43,Missed Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5.0,29.0,42.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,392,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,6,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,7.0,11.0,1,0,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,362,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,8,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-13.0,4.0,1,1,20150504,CLE,CHI,Cavaliers
Kyrie Irving,PG,starter,1,Shot Chart Detail,41400211,358,202681,Kyrie Irving,1610612739,Cleveland Cavaliers,4,9,29,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13.0,-7.0,137.0,1,1,20150504,CLE,CHI,Cavaliers
