team,r_3pt_radius,court_width,baseline_width,hoop_to_baseline,corner3_distance,corner3_availability,arc_length_inbounds,area_inside_arc,area_outside_arc,twopa_per_game,threepa_per_game,corner3_pa,above_break3_pa,rim_attempt_share,midrange_share,free_throw_rate,eppg,epps,efg_expected,threepar,team_rim_rate,team_corner3_rate,off_reb_rate,pace,opp_3par_allowed,opp_rim_fg_allowed,switch_rate,turnover_rate,def_reb_rate
Cavaliers2016,25.75,52.5,52.5,4.0,22,1.0,80.89601082993717,1041.536139435441,1215.963860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,52.75,52.75,4.0,22,1.0,80.89601082993717,1041.536139435441,1226.713860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,53.0,53.0,4.0,22,1.0,80.89601082993717,1041.536139435441,1237.463860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,53.25,53.25,4.0,22,1.0,80.89601082993717,1041.536139435441,1248.213860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,53.5,53.5,4.0,22,1.0,80.89601082993717,1041.536139435441,1258.963860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,53.75,53.75,4.0,22,1.0,80.89601082993717,1041.536139435441,1269.713860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,54.0,54.0,4.0,22,1.0,80.89601082993717,1041.536139435441,1280.463860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,54.25,54.25,4.0,22,1.0,80.89601082993717,1041.536139435441,1291.213860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,54.5,54.5,4.0,22,1.0,80.89601082993717,1041.536139435441,1301.963860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,54.75,54.75,4.0,22,1.0,80.89601082993717,1041.536139435441,1312.713860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,25.75,55.0,55.0,4.0,22,1.0,80.89601082993717,1041.536139435441,1323.463860564559,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,50.0,50.0,4.0,22,0.8228625710485707,67.21257421112517,1052.2991754581985,1097.7008245418015,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,50.25,50.25,4.0,22,0.8343703699384245,68.15254743886037,1054.028566489936,1106.721433510064,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,50.5,50.5,4.0,22,0.8467188955601989,69.16119241063718,1055.6404105297038,1115.8595894702962,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,50.75,50.75,4.0,22,0.8601307339159483,70.25669026472565,1057.1247529538432,1125.1252470461568,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,51.0,51.0,4.0,22,0.8749476375752334,71.46695583253455,1058.468793277875,1134.531206722125,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,51.25,51.25,4.0,22,0.8917451269617928,72.8389984331793,1059.655159659256,1144.094840340744,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,51.5,51.5,4.0,22,0.911645828548236,74.46451577871586,1060.6582014172832,1153.8417985827168,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,51.75,51.75,4.0,22,0.9375492579538368,76.58034439032473,1061.4337051836733,1163.8162948163267,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,52.0,52.0,4.0,22,1.0,81.68140899333463,1061.85831691335,1174.14168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,52.25,52.25,4.0,22,1.0,81.68140899333463,1061.85831691335,1184.89168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,52.5,52.5,4.0,22,1.0,81.68140899333463,1061.85831691335,1195.64168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,52.75,52.75,4.0,22,1.0,81.68140899333463,1061.85831691335,1206.39168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,53.0,53.0,4.0,22,1.0,81.68140899333463,1061.85831691335,1217.14168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,53.25,53.25,4.0,22,1.0,81.68140899333463,1061.85831691335,1227.89168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,53.5,53.5,4.0,22,1.0,81.68140899333463,1061.85831691335,1238.64168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,53.75,53.75,4.0,22,1.0,81.68140899333463,1061.85831691335,1249.39168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,54.0,54.0,4.0,22,1.0,81.68140899333463,1061.85831691335,1260.14168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,54.25,54.25,4.0,22,1.0,81.68140899333463,1061.85831691335,1270.89168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,54.5,54.5,4.0,22,1.0,81.68140899333463,1061.85831691335,1281.64168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,54.75,54.75,4.0,22,1.0,81.68140899333463,1061.85831691335,1292.39168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Cavaliers2016,26.0,55.0,55.0,4.0,22,1.0,81.68140899333463,1061.85831691335,1303.14168308665,54.4,29.6,7.3,22.3,0.292,0.356,0.258,0.0,0.0,0.0,0.362,0.292,0.087,0.208,93.3,0.303,0.604,0.55,0.131,0.782
Warriors2016,23.0,50.0,50.0,4.0,22,1.0,72.25663103256524,830.9512568745002,1319.0487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,50.25,50.25,4.0,22,1.0,72.25663103256524,830.9512568745002,1329.7987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,50.5,50.5,4.0,22,1.0,72.25663103256524,830.9512568745002,1340.5487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,50.75,50.75,4.0,22,1.0,72.25663103256524,830.9512568745002,1351.2987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,51.0,51.0,4.0,22,1.0,72.25663103256524,830.9512568745002,1362.0487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,51.25,51.25,4.0,22,1.0,72.25663103256524,830.9512568745002,1372.7987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,51.5,51.5,4.0,22,1.0,72.25663103256524,830.9512568745002,1383.5487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,51.75,51.75,4.0,22,1.0,72.25663103256524,830.9512568745002,1394.2987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,52.0,52.0,4.0,22,1.0,72.25663103256524,830.9512568745002,1405.0487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,52.25,52.25,4.0,22,1.0,72.25663103256524,830.9512568745002,1415.7987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,52.5,52.5,4.0,22,1.0,72.25663103256524,830.9512568745002,1426.5487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,52.75,52.75,4.0,22,1.0,72.25663103256524,830.9512568745002,1437.2987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,53.0,53.0,4.0,22,1.0,72.25663103256524,830.9512568745002,1448.0487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,53.25,53.25,4.0,22,1.0,72.25663103256524,830.9512568745002,1458.7987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,53.5,53.5,4.0,22,1.0,72.25663103256524,830.9512568745002,1469.5487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,53.75,53.75,4.0,22,1.0,72.25663103256524,830.9512568745002,1480.2987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,54.0,54.0,4.0,22,1.0,72.25663103256524,830.9512568745002,1491.0487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,54.25,54.25,4.0,22,1.0,72.25663103256524,830.9512568745002,1501.7987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,54.5,54.5,4.0,22,1.0,72.25663103256524,830.9512568745002,1512.5487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,54.75,54.75,4.0,22,1.0,72.25663103256524,830.9512568745002,1523.2987431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.0,55.0,55.0,4.0,22,1.0,72.25663103256524,830.9512568745002,1534.0487431254996,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,50.0,50.0,4.0,22,1.0,73.04202919596268,849.1135894030663,1300.8864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,50.25,50.25,4.0,22,1.0,73.04202919596268,849.1135894030663,1311.6364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,50.5,50.5,4.0,22,1.0,73.04202919596268,849.1135894030663,1322.3864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,50.75,50.75,4.0,22,1.0,73.04202919596268,849.1135894030663,1333.1364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,51.0,51.0,4.0,22,1.0,73.04202919596268,849.1135894030663,1343.8864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,51.25,51.25,4.0,22,1.0,73.04202919596268,849.1135894030663,1354.6364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,51.5,51.5,4.0,22,1.0,73.04202919596268,849.1135894030663,1365.3864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,51.75,51.75,4.0,22,1.0,73.04202919596268,849.1135894030663,1376.1364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,52.0,52.0,4.0,22,1.0,73.04202919596268,849.1135894030663,1386.8864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,52.25,52.25,4.0,22,1.0,73.04202919596268,849.1135894030663,1397.6364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,52.5,52.5,4.0,22,1.0,73.04202919596268,849.1135894030663,1408.3864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,52.75,52.75,4.0,22,1.0,73.04202919596268,849.1135894030663,1419.1364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,53.0,53.0,4.0,22,1.0,73.04202919596268,849.1135894030663,1429.8864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,53.25,53.25,4.0,22,1.0,73.04202919596268,849.1135894030663,1440.6364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,53.5,53.5,4.0,22,1.0,73.04202919596268,849.1135894030663,1451.3864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,53.75,53.75,4.0,22,1.0,73.04202919596268,849.1135894030663,1462.1364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,54.0,54.0,4.0,22,1.0,73.04202919596268,849.1135894030663,1472.8864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,54.25,54.25,4.0,22,1.0,73.04202919596268,849.1135894030663,1483.6364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,54.5,54.5,4.0,22,1.0,73.04202919596268,849.1135894030663,1494.3864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,54.75,54.75,4.0,22,1.0,73.04202919596268,849.1135894030663,1505.1364105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.25,55.0,55.0,4.0,22,1.0,73.04202919596268,849.1135894030663,1515.8864105969337,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,50.0,50.0,4.0,22,1.0,73.82742735936014,867.4722714724817,1282.5277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,50.25,50.25,4.0,22,1.0,73.82742735936014,867.4722714724817,1293.2777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,50.5,50.5,4.0,22,1.0,73.82742735936014,867.4722714724817,1304.0277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,50.75,50.75,4.0,22,1.0,73.82742735936014,867.4722714724817,1314.7777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,51.0,51.0,4.0,22,1.0,73.82742735936014,867.4722714724817,1325.5277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,51.25,51.25,4.0,22,1.0,73.82742735936014,867.4722714724817,1336.2777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,51.5,51.5,4.0,22,1.0,73.82742735936014,867.4722714724817,1347.0277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,51.75,51.75,4.0,22,1.0,73.82742735936014,867.4722714724817,1357.7777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,52.0,52.0,4.0,22,1.0,73.82742735936014,867.4722714724817,1368.5277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,52.25,52.25,4.0,22,1.0,73.82742735936014,867.4722714724817,1379.2777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,52.5,52.5,4.0,22,1.0,73.82742735936014,867.4722714724817,1390.0277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,52.75,52.75,4.0,22,1.0,73.82742735936014,867.4722714724817,1400.7777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,53.0,53.0,4.0,22,1.0,73.82742735936014,867.4722714724817,1411.5277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,53.25,53.25,4.0,22,1.0,73.82742735936014,867.4722714724817,1422.2777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,53.5,53.5,4.0,22,1.0,73.82742735936014,867.4722714724817,1433.0277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,53.75,53.75,4.0,22,1.0,73.82742735936014,867.4722714724817,1443.7777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,54.0,54.0,4.0,22,1.0,73.82742735936014,867.4722714724817,1454.5277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,54.25,54.25,4.0,22,1.0,73.82742735936014,867.4722714724817,1465.2777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,54.5,54.5,4.0,22,1.0,73.82742735936014,867.4722714724817,1476.0277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,54.75,54.75,4.0,22,1.0,73.82742735936014,867.4722714724817,1486.7777285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.5,55.0,55.0,4.0,22,1.0,73.82742735936014,867.4722714724817,1497.5277285275183,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.75,50.0,50.0,4.0,22,1.0,74.61282552275759,886.0273030827464,1263.9726969172536,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.75,50.25,50.25,4.0,22,1.0,74.61282552275759,886.0273030827464,1274.7226969172536,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.75,50.5,50.5,4.0,22,1.0,74.61282552275759,886.0273030827464,1285.4726969172536,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.75,50.75,50.75,4.0,22,1.0,74.61282552275759,886.0273030827464,1296.2226969172536,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.75,51.0,51.0,4.0,22,1.0,74.61282552275759,886.0273030827464,1306.9726969172536,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.75,51.25,51.25,4.0,22,1.0,74.61282552275759,886.0273030827464,1317.7226969172536,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
Warriors2016,23.75,51.5,51.5,4.0,22,1.0,74.61282552275759,886.0273030827464,1328.4726969172536,55.7,31.6,8.3,23.3,0.285,0.353,0.25,0.0,0.0,0.0,0.416,0.285,0.095,0.229,99.3,0.287,0.582,0.72,0.149,0.789
