GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0042400404,118,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,1,3,45,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,23,79,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,147,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,1,1,13,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-218,115,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,460,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,3,4,22,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,8,1,0,20250613,IND,OKC
Shot Chart Detail,0042400403,128,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,1,1,57,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,32,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,261,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,2,7,58,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,67,1,0,20250611,IND,OKC
Shot Chart Detail,0042400402,177,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,2,11,25,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,66,69,1,1,20250608,OKC,IND
Shot Chart Detail,0042400402,225,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,2,7,47,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,151,1,1,20250608,OKC,IND
Shot Chart Detail,0042400402,271,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,2,5,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-179,175,1,1,20250608,OKC,IND
Shot Chart Detail,0042400402,287,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,2,3,48,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-8,1,0,20250608,OKC,IND
Shot Chart Detail,0042400402,455,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,3,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-127,226,1,1,20250608,OKC,IND
Shot Chart Detail,0042400402,578,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,4,11,6,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-28,43,1,0,20250608,OKC,IND
Shot Chart Detail,0042400402,590,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,4,10,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-26,260,1,0,20250608,OKC,IND
Shot Chart Detail,0042400402,592,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,4,10,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,166,1,1,20250608,OKC,IND
Shot Chart Detail,0042400402,596,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,4,10,8,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-217,111,1,0,20250608,OKC,IND
Shot Chart Detail,0042400402,607,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,4,9,40,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,141,57,1,0,20250608,OKC,IND
Shot Chart Detail,0042400402,645,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,4,7,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-158,258,1,1,20250608,OKC,IND
Shot Chart Detail,0042400401,203,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,2,11,24,Made Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,54,34,1,1,20250605,OKC,IND
Shot Chart Detail,0042400401,230,1630598,Aaron Wiggins,1610612760,Oklahoma City Thunder,2,9,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,189,151,1,0,20250605,OKC,IND
Shot Chart Detail,0042400407,126,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,1,19,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-168,80,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,252,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,6,46,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-179,205,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,266,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,6,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-211,154,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,479,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,3,0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-34,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,483,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,2,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,-13,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,568,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,9,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,4,1,1,20250622,OKC,IND
Shot Chart Detail,0042400406,121,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,3,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-115,232,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,230,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,7,55,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,1,116,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,563,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,11,48,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-64,96,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,565,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,11,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,21,1,0,20250619,IND,OKC
Shot Chart Detail,0042400405,146,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,2,36,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,-10,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,176,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,0,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,36,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,348,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,1,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-146,218,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,382,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,0,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,107,238,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,671,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,7,47,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,13,1,1,20250616,OKC,IND
Shot Chart Detail,0042400404,140,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,2,9,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-32,101,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,191,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,10,34,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,1,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,258,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,6,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,218,135,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,260,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,6,1,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,203,150,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,353,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,0,46,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-5,184,1,1,20250613,IND,OKC
Shot Chart Detail,0042400403,22,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,10,45,Missed Shot,Running Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,27,46,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,235,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,9,32,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,32,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,444,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,8,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,22,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,449,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,8,4,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,25,34,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,574,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,11,4,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-6,59,1,1,20250611,IND,OKC
Shot Chart Detail,0042400402,7,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,11,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,10,1,1,20250608,OKC,IND
Shot Chart Detail,0042400402,19,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,10,13,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,-6,1,0,20250608,OKC,IND
Shot Chart Detail,0042400402,395,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,10,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-2,64,1,1,20250608,OKC,IND
Shot Chart Detail,0042400402,582,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,11,4,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,40,1,0,20250608,OKC,IND
Shot Chart Detail,0042400401,80,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,1,5,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-223,128,1,0,20250605,OKC,IND
Shot Chart Detail,0042400401,272,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,8,10,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-65,18,1,0,20250605,OKC,IND
Shot Chart Detail,0042400401,306,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,2,5,39,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-15,31,1,0,20250605,OKC,IND
Shot Chart Detail,0042400401,433,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,8,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,4,1,1,20250605,OKC,IND
Shot Chart Detail,0042400401,447,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,7,19,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,1,20250605,OKC,IND
Shot Chart Detail,0042400401,455,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,3,6,41,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-62,29,1,0,20250605,OKC,IND
Shot Chart Detail,0042400401,600,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,9,11,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,64,1,0,20250605,OKC,IND
Shot Chart Detail,0042400401,627,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,7,32,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,6,1,1,20250605,OKC,IND
Shot Chart Detail,0042400401,632,1641717,Cason Wallace,1610612760,Oklahoma City Thunder,4,7,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,203,1,0,20250605,OKC,IND
Shot Chart Detail,0042400406,615,1631119,Jaylin Williams,1610612760,Oklahoma City Thunder,4,8,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,151,218,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,637,1631119,Jaylin Williams,1610612760,Oklahoma City Thunder,4,6,54,Missed Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,18,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,663,1631119,Jaylin Williams,1610612760,Oklahoma City Thunder,4,5,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-78,259,1,1,20250619,IND,OKC
Shot Chart Detail,0042400402,745,1631119,Jaylin Williams,1610612760,Oklahoma City Thunder,4,0,32,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,55,1,1,20250608,OKC,IND
Shot Chart Detail,0042400407,135,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,1,0,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-100,279,1,0,20250622,OKC,IND
Shot Chart Detail,0042400406,194,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,2,10,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-229,117,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,588,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,4,10,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,43,258,1,1,20250619,IND,OKC
Shot Chart Detail,0042400405,209,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,2,9,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,29,1,0,20250616,OKC,IND
Shot Chart Detail,0042400404,175,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,1,0,0,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,6,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,197,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,2,10,4,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-56,184,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,235,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,2,7,42,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-5,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,245,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,2,6,36,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,27,1,1,20250613,IND,OKC
Shot Chart Detail,0042400403,297,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,2,5,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-82,258,1,0,20250611,IND,OKC
Shot Chart Detail,0042400402,505,1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,3,2,34,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,17,1,0,20250608,OKC,IND
