GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0042400407,15,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,10,57,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,70,132,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,18,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,10,17,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-185,107,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,29,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,9,35,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,-1,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,109,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,3,52,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,7,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,115,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,3,18,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,63,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,122,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,1,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-88,153,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,234,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,8,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-123,235,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,244,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,7,16,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-80,141,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,301,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,3,21,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,15,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,312,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,2,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,20,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,340,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,1,7,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,117,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,363,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,47,174,443,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,372,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,11,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-49,251,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,375,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,11,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-221,62,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,417,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,8,16,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,70,243,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,435,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,6,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-11,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,443,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,5,23,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-49,240,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,516,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,0,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,85,120,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,522,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,49,186,463,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,540,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,11,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,236,1,1,20250622,OKC,IND
Shot Chart Detail,0042400407,547,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,10,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-145,9,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,573,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,8,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,65,237,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,586,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,7,58,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-134,143,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,621,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,6,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-10,158,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,654,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,5,8,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-176,178,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,685,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,3,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-43,250,1,0,20250622,OKC,IND
Shot Chart Detail,0042400407,692,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,3,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-11,59,1,0,20250622,OKC,IND
Shot Chart Detail,0042400406,63,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,7,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,14,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,68,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,7,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-33,1,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,129,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,3,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-89,94,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,139,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,2,42,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-124,9,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,147,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,1,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,55,248,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,154,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,1,21,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-7,162,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,175,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,0,2,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,15,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,188,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,11,32,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-58,106,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,200,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,9,55,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,15,94,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,325,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,2,52,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-156,1,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,352,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,0,23,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,25,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,417,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,7,56,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,20,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,423,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,7,23,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,21,194,1,0,20250619,IND,OKC
Shot Chart Detail,0042400406,478,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,4,36,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-20,102,1,1,20250619,IND,OKC
Shot Chart Detail,0042400406,505,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,3,22,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-39,38,1,0,20250619,IND,OKC
Shot Chart Detail,0042400405,14,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,10,45,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,80,5,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,51,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,7,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,7,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,64,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,7,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-7,31,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,278,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,5,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,6,151,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,364,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,1,27,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,21,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,389,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,35,-135,331,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,408,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,11,28,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,2,135,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,418,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,10,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-92,136,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,443,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,8,39,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-88,140,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,471,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,6,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-77,66,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,550,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,2,37,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,86,135,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,579,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,0,47,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-9,152,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,604,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,11,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,3,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,640,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,9,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,6,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,658,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,8,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-206,159,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,708,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,6,14,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,1,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,735,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,4,36,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,34,58,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,759,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,3,7,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-10,256,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,761,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,2,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-31,5,1,1,20250616,OKC,IND
Shot Chart Detail,0042400405,778,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,1,29,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-67,131,1,0,20250616,OKC,IND
Shot Chart Detail,0042400405,790,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,0,31,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,48,201,1,0,20250616,OKC,IND
Shot Chart Detail,0042400404,19,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,10,15,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-77,177,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,21,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,10,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,25,48,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,58,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,7,25,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,32,66,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,167,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,0,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,108,137,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,173,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,0,3,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-208,183,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,186,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,11,33,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-5,110,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,189,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,11,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,8,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,204,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,9,46,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-22,56,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,223,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,9,2,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-114,119,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,306,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,4,27,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-161,13,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,322,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,3,30,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,32,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,402,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,9,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-26,148,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,415,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,7,50,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,135,23,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,435,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,6,37,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,16,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,447,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,5,29,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-5,138,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,455,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,5,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,147,4,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,515,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,1,34,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-21,101,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,519,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,1,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,100,83,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,565,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,10,40,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-32,125,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,580,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,9,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-100,244,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,598,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,8,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,223,116,1,0,20250613,IND,OKC
Shot Chart Detail,0042400404,651,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,4,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,37,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,678,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,2,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,163,207,1,1,20250613,IND,OKC
Shot Chart Detail,0042400404,683,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,4,2,23,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-147,8,1,1,20250613,IND,OKC
Shot Chart Detail,0042400403,15,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,11,17,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,22,68,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,70,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,6,19,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,13,78,116,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,87,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,5,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-69,262,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,122,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,2,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,29,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,133,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,1,25,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,25,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,182,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,1,0,1,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-134,53,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,256,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,8,29,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-7,93,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,342,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,3,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,29,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,352,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,3,1,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,46,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,359,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,1,54,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-67,130,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,388,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,2,0,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,26,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,422,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,10,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-113,92,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,429,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,9,45,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-107,227,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,456,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,7,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,204,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,499,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,3,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-169,4,1,0,20250611,IND,OKC
Shot Chart Detail,0042400403,520,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,2,18,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-38,125,1,1,20250611,IND,OKC
Shot Chart Detail,0042400403,529,1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,3,0,55,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,36,1,0,20250611,IND,OKC
